lz_name,Helipad? 1/0,lz_city,lz_state,lz_zip,lz_type,added_time,update_time,lz_id,address1,address2,cap_trauma,cap_cardiac,cap_stroke,cap_ob,cap_burn,cap_ped,main_phone,ed_phone,icu_phone,ccu_phone,sec_phone,ed_contact,icu_contact,ccu_contact,sec_contact,sec_freq,ground_name,ground_phone,exterior,faa_nav_id,nav_id,comm_channel,awos,nav_freq,lat_dec,lon_dec,lz_desc,hazards,app_dep,dimensions,max_weight,surface,windsock,elevation,lighting,fuel,ifr,nav_id_alt,lat_dec_alt,lon_dec_alt,desc_alt,comments
Marengo-AL-16,1,Demopolis,AL,,Scene,3/7/2017 16:02,3/7/2017 16:02,8636,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32.493253,-87.843111,High School football practice field,,,,,,,,,0,0,,0,0,,
Sumter-AL-08 TC Null Community Center / Park,1,Whitfield ,AL,,Scene,3/8/2017 15:35,3/8/2017 15:35,8643,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32.364833,-88.079083,Field,North:  Wires along road; East:  Wires running from pole just west of building north under large tree.,,,,,,,,0,0,,0,0,,
Marengo-AL-15 MedCenter Urgent Care Clinic,1,Demopolis,AL,,Scene,3/8/2017 15:47,3/8/2017 15:47,8644,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32.497251,-87.846161,Back Yard of MedCenter Urgent Care Clinic.,"Wires NE along Side Road, and NW along Main Road.  Wires also to the NW along parking lot of building west of MedCenter",,,,,,,,0,0,,0,0,,
Lowndes-AL-01 White Hall Gaming Center (off US 80),1,White Hall,AL,,Scene,3/8/2017 15:54,3/8/2017 15:54,8645,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32.267333,-86.724217,Parking Lot,Light Poles along N and S edges of parking lot.,,>300ft x 300ft,,Asphalt,,,,0,0,,0,0,,
AE 112 New Hope Vol Fire FD ST #8,1,new hope,AL,,Scene,3/21/2017 21:31,3/21/2017 21:37,8859,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.327333,-85.423333,,,,,,,,,,0,0,,0,0,,Wires South and East of pad
AE 112 Randolph Co Woodland clinic,1,Woodland,AL,,Scene,3/21/2017 21:59,3/21/2017 22:03,8860,,,0,0,0,0,0,0,,,,,,,,,,,,,,8AL8,,,,,33.37325,-85.396683,,,,,,,,,,0,0,,0,0,,
AE 112 Randolph steelfab,1,roanoke,AL,,Scene,3/21/2017 22:13,3/21/2017 22:13,8862,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.128167,-85.349767,,,,,,,,,,0,0,,0,0,,
AE 112 abanda FD,1,abanda,AL,,Scene,3/21/2017 22:15,3/21/2017 22:15,8863,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.098333,-85.526667,,,,,,,,,,0,0,,0,0,,
AE 112 cr 82 hwy 431,1,wildwood,AL,,Scene,3/21/2017 22:17,3/21/2017 22:17,8864,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.42315,-85.55065,,,,,,,,,,0,0,,0,0,,
AE 112  Newell FD,1,Newell,AL,,Scene,3/21/2017 22:19,3/21/2017 22:19,8865,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.435833,-85.417,,,,,,,,,,0,0,,0,0,,
AE 112  cr 82  cr48,1,hawk,AL,,Scene,3/21/2017 22:21,3/21/2017 22:21,8866,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.434633,-85.368233,,,,,,,,,,0,0,,0,0,,
AE 112 Pine grove Area,1,Pine grove,AL,,Scene,3/21/2017 22:23,3/21/2017 22:23,8867,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.3311,-85.630833,,,,,,,,,,0,0,,0,0,,
AE 112 Needham FD,1,needham,AL,,Scene,3/21/2017 22:29,3/21/2017 22:29,8868,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.256,-85.45,,,,,,,,,,0,0,,0,0,,
AE 112 randolph Co. So. Union field ,1,wadley,AL,,Scene,3/22/2017 5:35,3/22/2017 5:35,8870,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.12975,-85.573967,,,,,,,,,,0,0,,0,0,,
AE 112 randoplh Co. Handley HS field,1,roanoke,AL,,Scene,3/22/2017 5:38,3/22/2017 5:38,8871,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.1409,-85.36825,,,,,,,,,,0,0,,0,0,,
AE 112 randolph Co. Woodland Com Ctr,1,woodland,AL,,Scene,3/22/2017 5:43,3/22/2017 5:43,8872,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.385,-85.402,,,,,,,,,,0,0,,0,0,,
AE 112 randolph Co. Practice field,1,woodland,AL,,Scene,3/22/2017 5:45,3/22/2017 5:45,8873,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.373667,-85.3916,,,,,,,,,,0,0,,0,0,,
AE 112 randolph Co. memory gardens ,1,rock mills,AL,,Scene,3/22/2017 5:50,3/22/2017 5:50,8875,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.154333,-85.31075,,,,,,,,,,0,0,,0,0,,
AE 112 Oxford Elementary School,1,Oxford,AL,,Scene,3/23/2017 9:51,3/23/2017 9:51,8974,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.592817,-85.868483,,,,,,,,,,0,0,,0,0,,
AE 112 Oxford Middle School,1,Oxford,AL,,Scene,3/23/2017 9:53,3/23/2017 9:53,8975,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.597433,-85.8772,,,,,,,,,,0,0,,0,0,,
AE 112 New Haven Baptist Church,1,Oxford,AL,,Scene,3/28/2017 10:31,3/28/2017 10:31,9058,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.62465,-85.918017,,,,,,,,,,0,0,,0,0,,
AE 112 Oxford High School,1,Oxford,AL,,Scene,3/28/2017 10:33,3/28/2017 10:33,9059,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.609517,-85.83,,,,,,,,,,0,0,,0,0,,
AE 112 Coldwater Elementary,1,Oxford,AL,,Scene,3/28/2017 10:34,3/28/2017 10:34,9060,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.6025,-85.93495,,,,,,,,,,0,0,,0,0,,
AE 112 Oxford Softball Complex,1,Oxford ,AL,,Scene,3/28/2017 10:35,3/28/2017 10:35,9061,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.606317,-85.82285,,,,,,,,,,0,0,,0,0,,
AE 112 Oxford Civic Center,1,Oxford,AL,,Scene,3/28/2017 10:41,3/28/2017 10:41,9062,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.6061,-85.81895,,,,,,,,,,0,0,,0,0,,
AE 112 Oxford Police Department,1,Oxford,AL,,Scene,3/28/2017 10:46,3/28/2017 10:46,9065,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.600133,-85.8643,,,,,,,,,,0,0,,0,0,,Lighted helipad; high tension wires to the sound marked with Orange Balls; tall treeline south of pad.
AE 112 Oxford Intersection Friendship Road/HWY 431,1,Oxford,AL,,Scene,3/28/2017 10:48,3/28/2017 10:48,9066,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.585733,-85.784833,,,,,,,,,,0,0,,0,0,,
Underwood/Petersville VFD,1,underwood,AL,,Scene,3/29/2017 16:53,3/29/2017 16:53,30554,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.8672,-87.694633,,,,,,,,,,0,0,,0,0,,
Cloverdale Road,1,Underwood,AL,,Scene,3/29/2017 16:54,3/29/2017 16:54,30555,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.879733,-87.716967,,,,,,,,,,0,0,,0,0,,
Mitchell Rd and Dowdy Rd,1,Underwood,AL,,Scene,3/29/2017 16:56,3/29/2017 16:56,30556,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.8882,-87.7298,,,,,,,,,,0,0,,0,0,,
Cloverdale Rd and CR 284,1,Underwood,AL,,Scene,3/29/2017 16:57,3/29/2017 16:57,30557,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.89295,-87.729917,,,,,,,,,,0,0,,0,0,,
Cloverdale Rd and CR6,1,Underwood,AL,,Scene,3/29/2017 16:59,3/29/2017 16:59,30558,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.952617,-87.739817,,,,,,,,,,0,0,,0,0,,
Underwood community center,1,Underwood,AL,,Scene,3/29/2017 17:00,3/29/2017 17:00,30559,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.873617,-87.690783,,,,,,,,,,0,0,,0,0,,
St John Methodist Church,1,Underwood,AL,,Scene,3/29/2017 17:01,3/29/2017 17:01,30560,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.895533,-87.697733,,,,,,,,,,0,0,,0,0,,
Patterson Rd,1,Underwood,AL,,Scene,3/29/2017 17:03,3/29/2017 17:03,30561,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.905867,-87.675283,,,,,,,,,,0,0,,0,0,,
Sharps Mill Rd and Patterson Rd,1,Underwood,AL,,Scene,3/29/2017 17:04,3/29/2017 17:04,30562,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.900733,-87.70775,,,,,,,,,,0,0,,0,0,,
Sharps Mill Rd and Rickard's Air,1,Underwood,AL,,Scene,3/29/2017 17:05,3/29/2017 17:05,30563,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.883883,-87.697283,,,,,,,,,,0,0,,0,0,,
CR 290,1,Underwood,AL,,Scene,3/29/2017 17:06,3/29/2017 17:06,30564,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.8727,-87.6822,,,,,,,,,,0,0,,0,0,,
Forrest Lane,1,Underwood,AL,,Scene,3/29/2017 17:07,3/29/2017 17:07,30565,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.8672,-87.699,,,,,,,,,,0,0,,0,0,,
Underwood Ballpark,1,Underwood,AL,,Scene,3/29/2017 17:08,3/29/2017 17:08,30566,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.865933,-87.7073,,,,,,,,,,0,0,,0,0,,
CR 16,1,Underwood,AL,,Scene,3/29/2017 17:08,3/29/2017 17:08,30567,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.8606,-87.72845,,,,,,,,,,0,0,,0,0,,
CR 41,1,Underwood,AL,,Scene,3/29/2017 17:10,3/29/2017 17:10,30568,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.864767,-87.725083,,,,,,,,,,0,0,,0,0,,
Decatur-Morgan Hospital - Parkway Campus,1,Decatur,AL,,Hospital,4/1/2017 21:04,4/1/2017 21:04,30582,1874 Beltline Rd SW,,0,0,0,0,0,0,,,,,256-265-6660,,,,,,,,,,,,,,34.575956,-87.016866,NE corner of the campus near Betty St/Runnymeade Ave.,Building to the SE; Light poles to the S; Powerlines that run NW to SE accross intersection; Several unlighted towers with in 2 mile radius of hospital.,Security will block off traffic in the parking lot and street for landing and lifting.,50'x50',,Flat Grass,No,,No,0,0,,0,0,,
Huntsville MedFlight - AirMethods,1,Meridianville,AL,35759,Helicopter Base,4/1/2017 21:25,4/1/2017 21:25,30583,358a Bolling Road,,0,0,0,0,0,0,(BASE) 256-828-7053,,,,,,,,,,,,,,KMDQ,123,120,112.20/02E,34.86194,-86.555321,NW Ramp area; Out of town AirMethods aircraft are asked to land inside the yellow box in front of the Huntsville Med Flight Sign.,,,,,Concrete,Yes,764',Yes,1,1,,0,0,,"Executive Flight Center 256-828-1403
After Hours 256-603-9345 
AWOS 256-829-1242"
AE112 I-20 Fireworks Exit 210,1,Heflin,AL,36264,Scene,4/3/2017 16:41,4/3/2017 16:41,30598,63 Co Rd 415,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.655811,-85.411361,,,,,,,,,,0,0,,0,0,,
Atmore Community Hospital,1,Atmore,AL,36502,Hospital,4/25/2017 4:41,4/25/2017 4:41,31334,401 Medical Park Drive,,0,0,0,0,0,0,(251) 368-2500,,,,,,,,,,,,,,,,,,31.016339,-87.478294,Ground Helipad,Power lines south of helipad at street. Unlit tower on hospital.,Approach 270 degrees. Depart 090 degrees.,60 X 60,,Concrete,Yes,,,0,0,,0,0,,
Athens Limestone Hospital pad PELA 1,1,Athens,AL,,Hospital,4/27/2017 0:08,12/3/2019 18:21,31417,,,0,0,0,0,0,0,,,,,,,,,,,,,,,5AL9,,,,34.803,-86.980333,Ground level concrete pad with above ground perimeter lighting. Remotely located aprox 200 yards SW of the hospital. Windsock to the west of the pad.,Antenna on hospital rooftop.,Antenna on hospital rooftop.,45x45,,Concrete,Yes,,Yes,0,0,,0,0,,
Helen Keller Hospital,1,Sheffield,AL,,Hospital,4/27/2017 0:58,4/29/2017 5:27,31418,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.746667,-87.699833,"Ground level concrete pad with perimeter lighting located on north side of hospital. elipad adjacent to ER
Pad close to parking areas
Requires security to secure parking areas and pedestrians
Lighted
Wind sock
Wires east along street
No Fire Extinguisher",50-75&#039; antenna aprox 100 ft NE of pad on EMS station rooftop. Vehicle parking and movement in close proximity to landing pad. Numerous light poles in parking areas.,50-75&#039; antenna aprox 100 ft NE of pad on EMS station rooftop. Vehicle parking and movement in close proximity to landing pad. Numerous light poles in parking areas.,25x25,,Concrete,Yes,,Yes,0,0,,0,0,,
Athens Limestone Hopsital,1,Athens,AL,,Hospital,4/28/2017 11:06,4/28/2017 11:06,31431,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.804167,-86.979167,"Helipad remote from hospital
Ambulance required
Lighted
Wind sock
No wires
Security present while helicopter is on helipad
Fire Extinguisher",,,,,concrete,yes,,yes,0,0,,0,0,,
Decatur Morgan Main Hospital,1,Decatur,AL,,Hospital,4/28/2017 11:15,4/28/2017 11:15,31432,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.590278,-86.971944,"Helipad remote from hospital
Ambulance required
Lighted
Wind sock
Wires north, and west along streets, wires south in parking lot
Security present while helicopter is on helipad
Fire Extinguisher",,,,,concrete,yes,,yes,0,0,,0,0,,
Citizen's Brookwood Baptist Medical Center,1,Talladega,AL,,Hospital,5/1/2017 19:57,5/1/2017 19:57,31455,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.440833,-86.090007,,,,,,,,,,0,0,,0,0,,
Barber's Motor Sport Raceway,1,Birmingham,AL,,Scene,5/1/2017 20:00,5/1/2017 20:00,31456,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.531989,-86.622565,,,,,,,Lighted windsock,,,0,0,,0,0,,"Round, ground level pad with checkerd flag paint."
Childersburg Surgical Medical Clinic,1,Childersburg,AL,,Scene,5/1/2017 20:02,5/1/2017 20:02,31457,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.262085,-86.347043,,,,,,,,,,0,0,,0,0,,"Wires along the road that runs beside the helipad.
White square pad with a red H.
NO lighting"
"Clanton, AL Designated LZ",1,Clanton,AL,,Scene,5/1/2017 20:06,5/1/2017 20:06,31458,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32.888833,-86.6225,,,,,,,,,,0,0,,0,0,,Open grass field between a Chevron Convience Store and a Nissan car dealership
County Line VFD,1,Sylacauga,AL,,Scene,5/1/2017 20:12,5/1/2017 20:12,31459,55 Lake Tate Road,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.123513,-86.29132,,,,,,,,,,0,0,,0,0,,
Enterprise VFD,1,Verbena,AL,,Scene,5/1/2017 21:10,5/1/2017 21:10,31460,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32.734889,-86.617784,,,,,,,,,,0,0,,0,0,,
Fayetteville VFD,1,Sylacauga,AL,,Scene,5/1/2017 21:13,5/1/2017 21:13,31461,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.146833,-86.406167,,,,,,,,,,0,0,,0,0,,"Large concrete pad with windsock on F.D. building. 
Wires to the North and West along road."
Lay Lake VFD,1,Lay Lake,AL,,Scene,5/1/2017 21:16,5/1/2017 21:16,31463,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.191597,-86.461254,,,,,,,,,,0,0,,0,0,,"Large grassy field.
Wires along roadway"
Talladega Super Speedway ,1,Talladega,AL,,Scene,5/1/2017 21:18,5/1/2017 21:18,31464,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.569899,-86.07,,,,,,,,,,0,0,,0,0,,
Park and Ride,1,Jemison,AL,,Scene,5/1/2017 21:20,5/1/2017 21:20,31465,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32.979234,-86.685936,,,,,,,,,,0,0,,0,0,,
Sycamore LZ,1,Sycamore,AL,,Scene,5/1/2017 21:22,5/1/2017 21:22,31466,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.256,-86.212,,,,,,,,,,0,0,,0,0,,"Large grassy field adjacent to a Dollar General Store.
Wires cross field over the North end"
Wilsonville Steam Plant,1,Wilsonville,AL,,Scene,5/1/2017 21:25,5/1/2017 21:25,31467,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.246742,-86.469161,,,,,,,,,,0,0,,0,0,,"Hydro Electric Generating Plant
HIGH VOLUME OF WIRES !!!"
Bibb-Graves High School,1,Millerville,AL,,Scene,5/1/2017 21:33,5/1/2017 21:33,31468,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.189833,-85.931167,,,,,,,,,,0,0,,0,0,,Wires surround the landing area.
Southeast Shelby Rescue LZ,1,Columbiana,AL,,Scene,5/1/2017 21:35,5/1/2017 21:35,31469,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.176004,-86.606242,,,,,,,,,,0,0,,0,0,,
Wolf Creek Motorcross Track,1,Pell City,AL,,Scene,5/1/2017 21:40,5/1/2017 21:40,31470,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.580167,-86.332167,,,,,,,,,,0,0,,0,0,,Extreamely dusty
Farm Links LZ,1,Fayetteville (Sylacauga),AL,,Scene,5/1/2017 21:42,5/1/2017 21:42,31471,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.127137,-86.417504,,,,,,,,,,0,0,,0,0,,Grassy Field
North Alabama Medical Center,1,Florence,AL,35630,Hospital,12/23/2018 7:28,12/23/2018 7:28,33075,1701 Veterans Dr,,0,0,0,0,0,0,256-629-1000,256-629-1100,,,,,,,,,,,,,,,,,34.805167,-87.651667,Circular ground level concrete pad with in ground perimeter lighting located on the northwest corner of the hospital.,Trees/tree line north of the landing pad.,,Aprox 40' diameter,,Concrete,Yes,,Yes,0,0,,0,0,,
Weiss Boat Ramp,1,Cedar Bluff,AL,,Scene,9/2/2019 14:02,9/2/2019 14:02,33356,Al-68,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.201833,-85.621833,,,,,,,,,,0,0,,0,0,,
Athens Limestone PELA 2,1,athens,AL,,Scene,12/3/2019 18:17,12/3/2019 18:17,33436,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.777506,-86.92993,Athens Fire Station 2 grass area,,,,,,,,,0,0,,0,0,,
Athens Limestone PELA 3,1,Athens,AL,,Scene,12/3/2019 18:24,12/3/2019 18:24,33437,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.763471,-86.977833,Athens Fire Station 3 Grass area,,,,,,,,,0,0,,0,0,,
Athens Limestone PELA 4,1,Athens,AL,,Scene,12/3/2019 18:27,12/3/2019 18:27,33438,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.81728,-86.940393,Athens Sportsplex,,,,,,,,,0,0,,0,0,,
White River Rural Health Center-Augusta,1,Augusta,AR,72006,Hospital,11/16/2013 13:30,11/16/2013 13:30,2641,623 N. 9TH ST.,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR76,,,,35.288472,-91.358631,Ground pad west side of health center east of school and track.,Power lines north of pad. Light poles around track. Trees SE of pad and building east of pad.,,40x40,,Concrete,,,,0,0,,0,0,,
White River Medical Center,1,Batesville,AR,72501,Hospital,11/16/2013 13:41,11/16/2013 13:41,2642,1710 Harrison St,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR24,,,,35.767122,-91.635433,Ground pad SW corner of hospital. Hospital SE part of town north of park ballfields.,70' BLDG (LGTD) 80' E; 15' BLDGS 400' W; 16' BLDG 800' S; AND 16' BLDG (LGTD) 80' N OF PAD.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Saline Memorial Hospital,1,Benton,AR,72015,Hospital,11/16/2013 13:47,11/16/2013 13:47,2643,1 Medical Park Drive,,0,0,0,0,0,0,,,,,,,,,,,,,,,04AR,,,,34.574247,-92.586022,Elevated pad NW side of hospital. Hospital south of i30 and SW of Walmart and shopping center.,200 FT TWR 500 FT NE OF PAD & 25 FT WATER TANK 1200 FT SOUTH OF PAD. Trees north and power lines west and SW of pad.,,40x40,,Asphalt,Yes,,Yes,0,0,,0,0,,
NW Medical of Bentonville,1,Bentonville,AR,,Hospital,11/16/2013 14:00,11/16/2013 14:00,2644,3000 SE Medical Center Parkway,,0,0,0,0,0,0,,,,,,,,,,,,,,,27AR,,,,36.339017,-94.190483,Circular ground pad SE side of hospital. Hospital 1.5 miles east of Bentonville Municipal Airport.,24 FT BLDG CANOPY 155 FT N; 32 FT BLDG 236 FT & 216 FT N; 10 FT LGTS 150 FT SE & 262 FT RDO TOWER 4500 FT S OF HELIPAD. Perimeter fence around pad.,,60x60,,Concrete,Yes,,Yes,0,0,,0,0,,
St Johns Hospital of Berryville,1,Berryville,AR,,Hospital,11/16/2013 14:08,12/11/2017 16:54,2645,214 Carter St,,0,0,0,0,0,0,,,,,,,,,,,,,,AR41,AR41,,,,36.359219,-93.550894,Ground pad NE side of hospital. Hospital located SE side of town.,Trees north of pad. Buildings west. Light poles south and along roads.,,30x30,,Concrete,Yes,,Yes,0,0,,0,0,,
Great River Medical Center-Blytheville,1,Blytheville,AR,,Hospital,11/16/2013 14:47,11/16/2013 14:47,2646,1520 N Division St,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR30,,,,35.943419,-89.917736,Ground pad NW side of hospital. Hospital NW side of town south of golf course and SE of airport.,40' BLDG 65' SE; 50' LGT POLES 80'W; 40' PLINES 250' N & W; 40' FLAG POLE 165' S; 150' RADIO TOWER 500' E; AND 30' TREES FROM 65' TO 250' ALL SIDES OF HELIPAD,,25x25,,Concrete,Yes,,Yes,0,0,,0,0,,
Ouachita County Medical Center,1,Camden,AR,,Hospital,11/16/2013 14:53,11/16/2013 14:53,2647,638 California Ave SW,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR42,,,,33.576367,-92.835656,Ground pad NE side of hospital. Pad is in center of road intersection and painted with standard markings. Hospital located south central part of town north of E/W highway and Walmart.,16' BLDG 46' W; 75' TWR 150' NW; 75' ANT 50' W. Trees south of pad,,96x90,,Asphalt,,,,0,0,,0,0,,
Johnson Regional Medical Center,1,Clarksville,AR,72830,Hospital,11/16/2013 14:57,11/16/2013 14:57,2648,1100 E Poplar St,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR02,,,,35.461203,-93.445353,Ground pad SW corner of hospital. Hospital on east side of town north of i40.,Trees south and NW of pad. Buildings NE and west of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Van Buren County Memorial Hospital,1,Clinton,AR,,Hospital,11/16/2013 15:08,3/10/2017 12:17,2649,,,0,0,0,0,0,0,,,,,,,,,,,,,,,31AR,,,,35.559978,-92.451792,Ground pad NE side of hospital. Hospital located south end of town.,Power lines north of pad. Light poles south in parking lot.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,CAUTION : Handrail N.W. corner of Helipad
Conway Regional,1,Conway,AR,72034,Hospital,11/16/2013 15:12,11/16/2013 15:12,2650,2302 College Ave,,0,0,0,0,0,0,,,,,,,,,,,,,,,4AR3,,,,35.085439,-92.458317,Elevated rooftop pad SW part of hospital. Hospital located near center of town west of i40.,Elevator shaft N and SW of pad.,,50x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Ashley County Hospital,1,Crossett,AR,71635,Hospital,11/16/2013 15:14,11/16/2013 15:14,2651,1015 Unity Rd,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR07,,,,33.137853,-91.938056,Circular ground pad SE side of hospital. Hospital located on east end of town.,"16 FT BLDG 150 FT NW, 35 FT TREES 240 FT SW, & 40 FT TREES 180 FT E OF HELIPAD.",,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
John Ed Chambers Memorial Hospital,1,Davnville,AR,,Hospital,11/16/2013 16:38,3/10/2017 12:36,2652,,,0,0,0,0,0,0,,,,,,,,,,,,,,50AR,50AR,,,,35.054633,-93.382969,Ground pad north of fire department 3 blocks east of hospital. Hospital and FD are on east side of town north of HWY 10. E. central part of town Pad behind ambulance building on N side of E/W highway,"Trees NW, buildings and wires south and SE of pad.",,,,Asphalt,,,,0,0,,0,0,,
De Queen Medical Center,1,De Queen,AR,,Hospital,11/16/2013 16:59,11/16/2013 16:59,2653,,,0,0,0,0,0,0,,,,,,,,,,,,,,01AR,01AR,,,,34.047686,-94.353756,Ground pad west side of hospital. Secondary LZ south of main pad in parking lot of ambulance bay.,Water tower north of pad. Buildings north south and east. Power lines east of pad. Tall trees north of pad.,,55x55,,Concrete,Yes,,Yes,0,0,,0,0,,Air Evac based at hospital.
De Witt City Hospital,1,DeWitt,AR,,Hospital,11/16/2013 17:04,11/16/2013 17:04,2654,,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR59,,,,34.278831,-91.3386,Circular ground pad south side of hospital. Hospital south side of town NE of school.,Power lines NW of hospital. Light poles along roadways. Buildings north and west of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Medical Center of South Arkansas,1,El Dorado,AR,,Hospital,11/16/2013 17:24,11/16/2013 17:24,2655,700 W Grove St,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR48,,,,33.221589,-92.670394,Ground pad north east side of hospital. Hospital located near center of town SW of football and baseball fields.,Perimeter fence around pad. Buildings south and west. Trees north of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Eureka Springs Hospital,1,Eureka Springs,AR,72632,Hospital,11/16/2013 17:46,11/16/2013 17:46,2656,24 Norris St,,0,0,0,0,0,0,,,,,,,,,,,,,,,0AR9,,,,36.400144,-93.743675,Ground pad east side of hospital in parking lot. Hospital located NE of school.,Trees surround pad. Buildings west of pad.,,10x10,,Asphalt,,,,0,0,,0,0,,
Veterans Administration Heliport,1,Fayetteville,AR,,Hospital,11/16/2013 17:52,11/16/2013 17:52,2657,1100 N College Ave,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR49,,,,36.079319,-94.159142,Ground pad south of hospital. Pad located in center of oval drive.,Flag pole north of pad. Trees all sides,,45x45,,Asphalt,Yes,,Yes,0,0,,0,0,,
