Data Source1,F11,Latitude,Longitude
FAA,8421,33.623263889,-90.622777778
FAA,8420,33.475230556,-88.820969444
FAA,8419,34.816247222,-90.303813889
FAA,8418,31.9996,-89.519513056
FAA,8417,32.013458333,-91.050983333
FAA,8416,30.549252778,-89.665883333
FAA,8415,32.756066667,-89.106327778
FAA,8414,31.361555556,-89.161333333
FAA,8413,30.301308333,-89.234486389
FAA,8412,30.377580556,-88.533411111
FAA,8411,30.348810833,-88.478067778
FAA,8410,30.354921944,-88.491401667
FAA,8409,30.331394444,-88.509172222
FAA,8408,30.338366667,-88.573572222
FAA,8407,30.356388889,-88.507222222
FAA,8406,30.370477222,-88.556960556
FAA,8405,34.346291667,-89.51965
FAA,8404,34.347833333,-89.519
FAA,8403,34.497602778,-89.026452778
FAA,8402,34.959838889,-89.245611111
FAA,8401,32.368198333,-88.698933611
FAA,8400,31.250891667,-90.474547222
FAA,8399,31.684899833,-89.1414
FAA,8398,33.066791667,-89.598497222
FAA,8397,32.328333333,-90.173888889
FAA,8396,32.333366667,-90.163838889
FAA,8395,32.315,-90.180555556
FAA,8394,32.385699444,-90.18731
FAA,8393,32.287033333,-90.253311111
FAA,8392,32.324727778,-90.165916667
FAA,8391,34.801536111,-88.207838889
FAA,8390,34.807780556,-89.9813
FAA,8389,31.327388889,-89.365694444
FAA,8388,31.318888889,-89.328944444
FAA,8387,30.3677,-89.117363889
FAA,8386,30.438252222,-89.060315
FAA,8385,33.517463889,-90.202033333
FAA,8384,33.411561111,-91.034075
FAA,8383,33.524527778,-88.428083333
FAA,8382,31.254761111,-89.805297222
FAA,8381,33.748058333,-90.708052778
FAA,8380,34.195030556,-90.5519
FAA,8379,31.173791111,-89.191168611
FAA,8378,30.390869444,-88.998816667
FAA,8377,34.306527778,-89.913341667
FAA,8376,33.977594444,-88.475080556
FAA,8375,37.151502778,-90.071316667
FAA,8374,39.029841667,-90.823263889
FAA,8373,36.738886111,-91.875336111
FAA,8372,36.872222222,-91.905833333
FAA,8371,38.863103889,-90.157053056
FAA,8370,38.822722222,-90.881483333
FAA,8369,38.766830556,-93.721825
FAA,8368,37.841701944,-93.166859167
FAA,8367,40.483447222,-93.006336111
FAA,8366,38.982130556,-90.963086111
FAA,8365,38.641719167,-90.484286944
FAA,8364,38.172752778,-92.642544444
FAA,8363,38.196458333,-91.17
FAA,8362,38.529444444,-90.476666667
FAA,8361,39.771769444,-94.772375
FAA,8360,38.793947222,-90.580977778
FAA,8359,38.625333333,-90.183
FAA,8358,38.633280556,-90.311502778
FAA,8357,38.620683333,-90.239938889
FAA,8356,38.622883333,-90.239158333
FAA,8355,38.693661944,-90.269557222
FAA,8354,38.635605556,-90.445383333
FAA,8353,38.643669444,-90.448336111
FAA,8352,38.693940833,-90.448729722
FAA,8351,38.621718889,-90.389006111
FAA,8350,38.636261111,-90.265913889
FAA,8349,38.625244444,-90.213266667
FAA,8348,37.968525,-90.054418333
FAA,8347,38.780827778,-90.485452778
FAA,8346,37.220881111,-93.138515556
FAA,8345,37.180436111,-93.275752778
FAA,8344,37.14455,-93.280513889
FAA,8343,37.225325556,-93.290743333
FAA,8342,36.890838889,-89.581602778
FAA,8341,36.868663611,-89.578413056
FAA,8340,38.699702778,-93.222355556
FAA,8339,37.6599,-91.570597222
FAA,8338,37.823244444,-92.161016667
FAA,8337,38.637972222,-90.264902778
FAA,8336,38.935326667,-90.476505833
FAA,8335,37.953231611,-91.786513472
FAA,8334,37.117613889,-93.02965
FAA,8333,39.263369444,-93.95705
FAA,8332,36.773994444,-90.431891667
FAA,8331,37.732236111,-89.865980556
FAA,8330,38.353875,-91.499233333
FAA,8329,38.095730556,-93.735283333
FAA,8328,38.120694444,-92.681738889
FAA,8327,39.151022222,-94.550588889
FAA,8326,39.269461389,-93.654381944
FAA,8325,37.831905556,-94.360558333
FAA,8324,37.816705278,-94.300225556
FAA,8323,36.865869444,-94.369866667
FAA,8322,39.412535278,-92.462125833
FAA,8321,39.172741667,-91.878936111
FAA,8320,40.326983333,-94.876844444
FAA,8319,39.091991667,-93.211747222
FAA,8318,39.729683333,-92.944580556
FAA,8317,39.440777778,-91.064113889
FAA,8316,39.274002778,-94.424447222
FAA,8315,37.518813889,-90.838797222
FAA,8314,38.903641667,-94.331558333
FAA,8313,38.922513889,-94.405758333
FAA,8312,38.956951111,-94.376616944
FAA,8311,37.682161444,-92.633673389
FAA,8310,38.803280556,-90.776258333
FAA,8309,38.190566667,-92.644097222
FAA,8308,38.568108611,-90.434008056
FAA,8307,40.192077778,-92.590572222
FAA,8306,36.234661111,-90.0412
FAA,8305,39.064171667,-94.525509722
FAA,8304,39.084166667,-94.574166667
FAA,8303,38.973569444,-94.393144444
FAA,8302,39.248475,-94.64755
FAA,8301,39.046491667,-94.589330556
FAA,8300,38.936333333,-94.605127778
FAA,8299,39.008197222,-94.556747222
FAA,8298,39.045838611,-94.497453333
FAA,8297,39.244446389,-94.589122222
FAA,8296,39.280556944,-94.671346667
FAA,8295,39.01195,-94.510509167
FAA,8294,39.083816667,-94.576919444
FAA,8293,39.083655556,-94.576919444
FAA,8292,39.007483333,-94.578208333
FAA,8291,37.037219861,-94.511063611
FAA,8290,38.565855556,-92.182466667
FAA,8289,39.094141667,-94.435125
FAA,8288,39.553920833,-92.567407778
FAA,8287,37.316719444,-91.961
FAA,8286,38.72045,-93.994102778
FAA,8285,39.073733333,-93.735894444
FAA,8284,38.693252778,-91.450313889
FAA,8283,39.711083333,-91.451944444
FAA,8282,39.832545556,-91.440151667
FAA,8281,37.893247222,-93.362138889
FAA,8280,37.558488889,-90.303872222
FAA,8279,38.776697222,-90.2394
FAA,8278,38.729495,-90.278446111
FAA,8277,37.781325,-90.437213889
FAA,8276,38.443941667,-90.607069444
FAA,8275,37.1672725,-91.835149167
FAA,8274,36.807369444,-89.967402778
FAA,8273,38.195558333,-90.393383333
FAA,8272,38.937911111,-92.327966667
FAA,8271,38.934760278,-92.326294722
FAA,8270,38.9574,-92.289313889
FAA,8269,38.948936111,-92.315297222
FAA,8268,38.389177778,-93.767275
FAA,8267,38.650286111,-90.503208333
FAA,8266,38.613086111,-92.412130556
FAA,8265,36.675236111,-93.8722
FAA,8264,37.30349,-89.5698
FAA,8263,37.310830556,-89.538847222
FAA,8262,39.730455556,-94.218941667
FAA,8261,38.62735,-92.540538889
FAA,8260,39.500310833,-92.516295
FAA,8259,38.248333333,-94.342222222
FAA,8258,39.774258333,-93.068430556
FAA,8257,38.752169444,-90.4324
FAA,8256,36.7043355,-93.369803333
FAA,8255,36.638395278,-93.278793611
FAA,8254,36.650425,-93.222627778
FAA,8253,37.911975,-90.532130556
FAA,8252,37.626119444,-93.420733333
FAA,8251,39.026908333,-94.264461111
FAA,8250,36.499232222,-93.458519167
FAA,8249,38.786677778,-90.235272222
FAA,8248,38.816647222,-94.503580556
FAA,8247,38.185031944,-92.696019722
FAA,8246,44.033875,-91.623288889
FAA,8245,43.878357778,-95.113218889
FAA,8244,45.119822222,-95.045891667
FAA,8243,44.046133333,-95.440041667
FAA,8242,48.192102778,-96.772736111
FAA,8241,46.446628056,-95.133082778
FAA,8240,44.388313889,-92.0486
FAA,8239,47.531388889,-92.548055556
FAA,8238,47.039305556,-91.667833333
FAA,8237,44.955608333,-93.093033333
FAA,8236,44.942583333,-93.107844444
FAA,8235,43.969438889,-94.622994444
FAA,8234,45.574227778,-94.169327778
FAA,8233,44.247044444,-94.971875
FAA,8232,44.299388889,-94.729508333
FAA,8231,48.838611111,-95.761388889
FAA,8230,44.019756944,-92.48306
FAA,8229,44.018296944,-92.4518425
FAA,8228,45.014527778,-93.320336111
FAA,8227,44.559352778,-92.572752778
FAA,8226,45.042833333,-93.432722222
FAA,8225,45.063853056,-93.448565
FAA,8224,45.001907778,-93.469676111
FAA,8223,43.990277778,-96.323333333
FAA,8222,46.593105556,-95.593161111
FAA,8221,45.3739,-94.7166
FAA,8220,44.111436111,-93.252
FAA,8219,45.315472222,-96.446944444
FAA,8218,46.072883333,-93.661305556
FAA,8217,44.773658333,-94.971947222
FAA,8216,44.474322222,-93.192019444
FAA,8215,44.313147222,-94.475958333
FAA,8214,44.546183333,-93.574852778
FAA,8213,45.874403056,-93.289945833
FAA,8212,46.440622222,-92.775716667
FAA,8211,45.302046111,-93.768177778
FAA,8210,44.955125,-95.711475
FAA,8209,44.971205556,-93.230911111
FAA,8208,44.972055556,-93.262605556
FAA,8207,44.967048611,-93.237446111
FAA,8206,44.956794444,-93.262002778
FAA,8205,44.954522222,-93.260413889
FAA,8204,45.675767194,-94.826246861
FAA,8203,44.447052778,-95.777497222
FAA,8202,45.134055556,-93.481638889
FAA,8201,44.164,-93.983166667
FAA,8200,47.311558333,-95.974175
FAA,8199,44.043611111,-94.418055556
FAA,8198,43.672858333,-96.209902778
FAA,8197,45.973136111,-94.849217222
FAA,8196,45.119777778,-94.529833333
FAA,8195,44.453270194,-93.915658444
FAA,8194,44.460111111,-92.288147222
FAA,8193,43.624819444,-95.00395
FAA,8192,48.602613889,-93.389669444
FAA,8191,48.595494444,-93.431816389
FAA,8190,47.410052778,-92.928447222
FAA,8189,45.311104722,-93.150363611
FAA,8188,44.779044444,-94.153122222
FAA,8187,47.571683333,-95.737955556
FAA,8186,44.289502778,-93.257894444
FAA,8185,47.899115,-91.872974167
FAA,8184,44.886183333,-93.326288889
FAA,8183,46.79385,-92.097752778
FAA,8182,46.797439167,-92.0860225
FAA,8181,46.450952778,-95.848272222
FAA,8180,46.482016667,-93.943025
FAA,8179,47.85265,-92.679016667
FAA,8178,44.485716667,-92.902222222
FAA,8177,44.707402778,-96.278988889
FAA,8176,45.56545,-93.231361111
FAA,8175,44.747319444,-93.272780556
FAA,8174,43.633333333,-94.1
FAA,8173,44.856908889,-93.309946944
FAA,8172,47.74715,-93.646708333
FAA,8171,45.313256389,-93.717606389
FAA,8170,45.314166667,-95.613888889
FAA,8169,48.706388889,-94.601888889
FAA,8168,47.526580556,-95.401788889
FAA,8167,43.675275,-92.976847
FAA,8166,47.5175,-92.230277778
FAA,8165,44.611157806,-94.084722333
FAA,8164,45.200272222,-96.007611111
FAA,8163,45.183794444,-93.370458333
FAA,8162,45.874283333,-95.374363889
FAA,8161,43.652697222,-93.371586111
FAA,8160,46.529575,-93.699816667
FAA,8159,47.298377778,-96.530672222
FAA,8158,47.240244167,-96.525625
FAA,8157,42.820455556,-85.989075
FAA,8156,42.264013889,-83.653688889
FAA,8155,42.209408333,-83.144088889
FAA,8154,44.291111111,-84.175555556
FAA,8153,42.601033333,-83.394166667
FAA,8152,42.184836111,-86.250544444
FAA,8151,42.664722222,-83.012222222
FAA,8150,42.660865833,-82.996316111
FAA,8149,41.790326944,-85.838885556
FAA,8148,42.115975,-83.214669444
FAA,8147,44.744513889,-85.750111111
FAA,8146,44.759430556,-85.644536111
FAA,8145,41.935475,-85.648708333
FAA,8144,42.019233333,-83.84865
FAA,8143,42.001733333,-83.938008333
FAA,8142,42.236388889,-83.276388889
FAA,8141,41.795308333,-85.406566667
FAA,8140,42.993163889,-84.55375
FAA,8139,42.460591111,-83.217222222
FAA,8138,42.480590833,-83.247707222
FAA,8137,42.487255833,-83.651883889
FAA,8136,43.607086111,-86.364438889
FAA,8135,43.425791667,-83.939572222
FAA,8134,43.006972222,-82.601308333
FAA,8133,42.515077778,-83.194166667
FAA,8132,42.793055556,-83.026111111
FAA,8131,42.660310278,-83.155488056
FAA,8130,43.878636111,-85.519847222
FAA,8129,42.986833333,-82.429166667
FAA,8128,42.956319444,-82.434638889
FAA,8127,42.612111111,-83.275861111
FAA,8126,42.348055556,-83.453888889
FAA,8125,42.447261111,-85.654975
FAA,8124,45.395583333,-84.874333333
FAA,8123,43.041166667,-84.297694444
FAA,8122,42.572255,-83.394380278
FAA,8121,42.572255278,-83.391046667
FAA,8120,42.425,-84.578027778
FAA,8119,42.721655556,-83.181586111
FAA,8118,42.749069444,-83.120408333
FAA,8117,42.440222222,-83.515861111
FAA,8116,42.486222222,-83.520072222
FAA,8115,42.5139225,-83.489380833
FAA,8114,42.450034722,-83.469935278
FAA,8113,42.490034167,-83.465213056
FAA,8112,42.681697222,-82.749083333
FAA,8111,43.238797222,-86.203594444
FAA,8110,43.206494444,-86.207197222
FAA,8109,43.223869444,-86.242041667
FAA,8108,43.255014444,-86.238392222
FAA,8107,43.615277778,-84.750555556
FAA,8106,41.924113889,-83.388941667
FAA,8105,41.793611111,-83.538055556
FAA,8104,42.748888889,-85.476944444
FAA,8103,42.601317833,-84.400794
FAA,8102,46.544083333,-87.406388889
FAA,8101,42.691697222,-82.557408333
FAA,8100,42.714955556,-82.586413889
FAA,8099,43.957777778,-86.428333333
FAA,8098,44.415294167,-83.929158611
FAA,8097,42.392222222,-83.405
FAA,8096,43.063683333,-83.321033333
FAA,8095,42.734444444,-84.535833333
FAA,8094,42.708090556,-84.560812222
FAA,8093,42.702812778,-84.553034167
FAA,8092,42.680555556,-84.526666667
FAA,8091,42.286988889,-85.580561111
FAA,8090,42.3084455,-85.560572139
FAA,8089,42.251111111,-84.391388889
FAA,8088,46.481111111,-90.105277778
FAA,8087,42.163333333,-83.345277778
FAA,8086,42.609166667,-83.813888889
FAA,8085,41.911583333,-84.633
FAA,8084,42.629166667,-83.683083333
FAA,8083,42.656974722,-83.650221944
FAA,8082,42.440113889,-85.416805556
FAA,8081,42.592227778,-82.57195
FAA,8080,44.250532417,-85.724473222
FAA,8079,42.665555556,-85.987777778
FAA,8078,42.959277778,-85.663694444
FAA,8077,42.969002778,-85.665186111
FAA,8076,42.953761111,-85.622516667
FAA,8075,42.965581944,-85.671141944
FAA,8074,43.051427778,-86.230091667
FAA,8073,42.958643889,-84.640543611
FAA,8072,42.544479444,-82.931586667
FAA,8071,42.717083333,-84.061944444
FAA,8070,43.049471111,-83.679678611
FAA,8069,42.513888889,-83.357777778
FAA,8068,41.983302778,-86.114558333
FAA,8067,42.727416667,-85.715638889
FAA,8066,42.329760278,-83.053531667
FAA,8065,42.368708333,-83.085377778
FAA,8064,42.418058333,-83.182616667
FAA,8063,42.356380556,-83.057347222
FAA,8062,42.367222222,-82.9675
FAA,8061,42.320870833,-83.219371667
FAA,8060,42.29726,-83.227149444
FAA,8059,42.289922222,-83.215755556
FAA,8058,43.015822222,-83.518347222
FAA,8057,42.593305556,-83.499944444
FAA,8056,44.800833333,-83.985833333
FAA,8055,41.937938889,-84.989208333
FAA,8054,42.621538889,-82.8757
FAA,8053,42.7383625,-83.437441944
FAA,8052,42.252638889,-84.007444444
FAA,8051,45.314166667,-85.275
FAA,8050,42.471980556,-83.011030556
FAA,8049,43.175727778,-84.841241667
FAA,8048,42.043055556,-83.359444444
FAA,8047,42.058888889,-84.239333333
FAA,8046,42.5613,-83.7355
FAA,8045,43.291108333,-83.740538889
FAA,8044,43.694883889,-85.473794167
FAA,8043,42.2208725,-83.476601944
FAA,8042,43.550856667,-83.862195556
FAA,8041,42.331666667,-85.296666667
FAA,8040,42.699754167,-83.247436667
FAA,8039,42.653055556,-83.225
FAA,8038,42.285416667,-83.727325
FAA,8037,42.283208333,-83.729036111
FAA,8036,45.077083333,-83.448066667
FAA,8035,42.918916667,-83.061877778
FAA,8034,41.913011111,-84.049016667
FAA,8033,42.944388889,-85.512666667
FAA,8032,43.141583333,-70.650669444
FAA,8031,43.738333333,-70.339166667
FAA,8030,43.722825,-70.346666667
FAA,8029,43.858461111,-69.884191667
FAA,8028,44.566216667,-69.64785
FAA,8027,44.757727778,-69.714411111
FAA,8026,43.448719444,-70.768594444
FAA,8025,44.5513,-70.555475
FAA,8024,44.143138889,-69.085411111
FAA,8023,46.675919444,-67.998980556
FAA,8022,43.653963889,-70.27695
FAA,8021,45.883370833,-69.982843333
FAA,8020,44.203127778,-69.607544444
FAA,8019,43.758333333,-69.321611111
FAA,8018,45.653266667,-68.716977778
FAA,8017,44.538966667,-67.884167778
FAA,8016,44.713444444,-67.475872222
FAA,8015,44.058333333,-70.098611111
FAA,8014,45.348713889,-68.516636111
FAA,8013,44.103233333,-70.215072222
FAA,8012,46.134466667,-67.843133333
FAA,8011,45.458369444,-69.611188889
FAA,8010,47.264886111,-68.593266667
FAA,8009,44.62655,-70.162091667
FAA,8008,43.739163889,-70.312905556
FAA,8007,44.546552778,-68.417394444
FAA,8006,45.188558333,-69.236758333
FAA,8005,45.883376667,-69.232827778
FAA,8004,43.729066667,-70.126983333
FAA,8003,45.177136111,-67.267936111
FAA,8002,43.904963889,-69.891166667
FAA,8001,44.045475,-70.715061111
FAA,8000,43.922738889,-69.595694444
FAA,7999,44.412433333,-68.585972222
FAA,7998,44.415247222,-70.844275
FAA,7997,44.413275,-68.994052778
FAA,7996,44.410638889,-69.009194444
FAA,7995,44.808244444,-68.752130556
FAA,7994,44.361811111,-69.779844444
FAA,7993,44.283270833,-69.239209722
FAA,7992,39.252886667,-76.084391389
FAA,7991,39.558611111,-76.990833333
FAA,7990,39.388419444,-76.610813889
FAA,7989,39.398995556,-76.588300833
FAA,7988,38.985725,-77.001641667
FAA,7987,39.411216944,-76.716361667
FAA,7986,38.393916667,-76.505972222
FAA,7985,39.046498056,-76.983587222
FAA,7984,38.362308333,-75.5973
FAA,7983,39.098372222,-77.197588889
FAA,7982,38.909280556,-76.1196675
FAA,7981,38.560833333,-76.595972222
FAA,7980,38.793705556,-77.012144444
FAA,7979,39.127222222,-77.0225
FAA,7978,39.154716667,-77.055044444
FAA,7977,39.412852778,-79.401344444
FAA,7976,38.946222222,-76.868305556
FAA,7975,38.383069444,-76.434369444
FAA,7974,39.211218333,-76.671912778
FAA,7973,38.3015,-76.636833333
FAA,7972,38.302213889,-76.639169444
FAA,7971,39.192050833,-77.106646389
FAA,7970,39.087891667,-76.882258333
FAA,7969,39.087052778,-76.897196111
FAA,7968,38.908775,-76.866933333
FAA,7967,38.528508333,-76.970977778
FAA,7966,39.54955,-76.562745278
FAA,7965,39.532252778,-76.102888889
FAA,7964,39.599166667,-77.763888889
FAA,7963,39.622955556,-77.68615
FAA,7962,39.6417625,-77.749715833
FAA,7961,38.967522222,-76.182780556
FAA,7960,39.145109167,-76.501350556
FAA,7959,39.136583333,-76.6198
FAA,7958,39.153440278,-77.216648611
FAA,7957,39.422527778,-77.414944444
FAA,7956,38.727833333,-76.992152778
FAA,7955,39.436263889,-77.420661111
FAA,7954,39.685,-77.318333333
FAA,7953,39.391873611,-76.291123889
FAA,7952,38.770283333,-76.07695
FAA,7951,38.55651,-76.692740833
FAA,7950,39.646897222,-78.7322
FAA,7949,37.9975,-75.853202778
FAA,7948,39.214822222,-76.886925
FAA,7947,39.236495278,-76.826084722
FAA,7946,38.747994444,-76.876838889
FAA,7945,38.930469444,-76.920491667
FAA,7944,39.217716667,-76.064016667
FAA,7943,39.518066667,-75.82145
FAA,7942,38.5726,-76.066891667
FAA,7941,39.416666667,-76.677777778
FAA,7940,38.999616667,-77.095658333
FAA,7939,38.997331944,-77.109978333
FAA,7938,38.340216667,-75.210544444
FAA,7937,39.518447222,-76.345972222
FAA,7936,39.287919444,-76.625786111
FAA,7935,39.329025,-76.614688889
FAA,7934,39.270555556,-76.673833333
FAA,7933,39.351961111,-76.661836111
FAA,7932,39.272222222,-76.571666667
FAA,7931,39.336111111,-76.586666667
FAA,7930,39.28325,-76.601966667
FAA,7929,39.295947222,-76.591952778
FAA,7928,39.297329167,-76.593299722
FAA,7927,39.291361111,-76.546263889
FAA,7926,39.402606944,-76.504964167
FAA,7925,39.259494444,-76.566219444
FAA,7924,39.290384722,-76.607466667
FAA,7923,38.990666667,-76.534166667
FAA,7922,39.453441667,-76.209397222
FAA,7921,42.266363889,-71.797563889
FAA,7920,42.275,-71.76
FAA,7919,42.275370833,-71.798682222
FAA,7918,42.261196111,-71.769519444
FAA,7917,42.509816667,-71.136443056
FAA,7916,42.719524444,-73.21344
FAA,7915,42.720913333,-73.213440278
FAA,7914,42.122777778,-72.423611111
FAA,7913,42.503145556,-71.908408056
FAA,7912,42.555088889,-71.925631111
FAA,7911,42.563147222,-71.431451667
FAA,7910,42.175925,-72.724815
FAA,7909,42.126481944,-72.669535556
FAA,7908,42.473429167,-70.978938889
FAA,7907,42.027505556,-71.852825
FAA,7906,41.755038889,-70.714472222
FAA,7905,41.777048333,-70.688089444
FAA,7904,42.367596111,-71.248111389
FAA,7903,42.397873333,-71.257834167
FAA,7902,42.396484722,-71.216166389
FAA,7901,42.5975,-71.205
FAA,7900,42.639258333,-71.224502778
FAA,7899,41.861212222,-71.107823056
FAA,7898,41.905713889,-71.094994444
FAA,7897,42.430926111,-71.541731667
FAA,7896,42.452027778,-71.088055556
FAA,7895,42.11623275,-72.542559278
FAA,7894,42.122411111,-72.604086111
FAA,7893,42.062872222,-72.724537222
FAA,7892,42.067871944,-72.744537778
FAA,7891,42.378416667,-71.088666667
FAA,7890,42.272871389,-71.692568611
FAA,7889,42.205930278,-71.378947778
FAA,7888,42.233985833,-71.359780833
FAA,7887,42.734302778,-70.867408333
FAA,7886,42.636206389,-70.618654444
FAA,7885,42.672583333,-70.622083333
FAA,7884,42.427874444,-70.984494167
FAA,7883,41.786227778,-71.231422222
FAA,7882,42.280931944,-71.037271667
FAA,7881,41.9170475,-70.709480556
FAA,7880,41.940136111,-70.647172222
FAA,7879,42.690644444,-71.608958056
FAA,7878,42.54125,-70.927594444
FAA,7877,41.627332222,-70.399746667
FAA,7876,41.638158611,-71.03893
FAA,7875,42.708052778,-73.110288889
FAA,7874,42.813838889,-70.891544444
FAA,7873,41.6265,-70.938638889
FAA,7872,41.621491667,-71.013094444
FAA,7871,42.304263889,-71.227277222
FAA,7870,42.283429444,-71.366170278
FAA,7869,42.2865,-71.360666667
FAA,7868,42.308428889,-71.381726389
FAA,7867,41.285123056,-70.149739167
FAA,7866,42.190097222,-71.356169167
FAA,7865,42.155097222,-71.386169722
FAA,7864,42.191761111,-71.769514722
FAA,7863,42.130652778,-71.484227778
FAA,7862,42.597316111,-70.970329722
FAA,7861,41.8938,-70.9144
FAA,7860,42.728472222,-71.1694
FAA,7859,42.427871111,-71.457562778
FAA,7858,41.590266667,-70.474530556
FAA,7857,41.6403875,-70.4078025
FAA,7856,42.356372222,-71.555369444
FAA,7855,42.326205,-71.576176667
FAA,7854,42.361666667,-71.508888889
FAA,7853,42.576336111,-70.738852778
FAA,7852,42.559816667,-70.772269444
FAA,7851,42.452318611,-70.965605
FAA,7850,42.191481944,-72.450085
FAA,7849,42.609258333,-71.321726944
FAA,7848,42.648222222,-71.342638889
FAA,7847,42.549258333,-71.472563889
FAA,7846,42.42,-71.309444444
FAA,7845,42.430650833,-71.252556389
FAA,7844,42.504812778,-71.778405278
FAA,7843,42.540580556,-71.760625
FAA,7842,42.708569444,-71.148527778
FAA,7841,42.641927778,-70.826769444
FAA,7840,42.664260278,-70.839771944
FAA,7839,42.691203889,-70.912274167
FAA,7838,42.373611111,-71.558333333
FAA,7837,42.224355556,-71.559680556
FAA,7836,42.201472222,-72.598138889
FAA,7835,42.207055556,-71.442694444
FAA,7834,42.205638889,-71.441444444
FAA,7833,42.125101111,-70.843097778
FAA,7832,42.623427778,-70.866161111
FAA,7831,42.631530556,-70.865075
FAA,7830,41.419575,-70.926922222
FAA,7829,42.639261667,-70.680323056
FAA,7828,42.610095278,-70.660044167
FAA,7827,42.628428611,-70.643380833
FAA,7826,42.627873056,-70.637821389
FAA,7825,42.579811389,-71.828685
FAA,7824,41.565163889,-70.624527778
FAA,7823,41.709772222,-71.146802778
FAA,7822,41.553165278,-70.550861944
FAA,7821,42.050291667,-71.890230556
FAA,7820,41.617054167,-70.443081389
FAA,7819,42.2623225,-70.811988056
FAA,7818,42.42795,-71.6928
FAA,7817,42.182592778,-72.561476944
FAA,7816,41.714833056,-69.966126667
FAA,7815,41.846769722,-70.760870278
FAA,7814,41.925380278,-70.803371944
FAA,7813,41.924497222,-70.769666667
FAA,7812,42.484763889,-71.201625
FAA,7811,42.481205833,-71.207555556
FAA,7810,42.481205833,-71.2095
FAA,7809,42.099644444,-71.082597222
FAA,7808,42.055933333,-71.055879444
FAA,7807,42.498703611,-71.477563611
FAA,7806,42.493425278,-71.543676667
FAA,7805,41.671496111,-70.564751389
FAA,7804,42.365096944,-71.132552778
FAA,7803,42.349037472,-71.063224056
FAA,7802,42.363683333,-71.069227778
FAA,7801,42.336058333,-71.106027778
FAA,7800,42.333822222,-71.071366667
FAA,7799,42.318153611,-71.050883611
FAA,7798,42.338161111,-71.109108333
FAA,7797,42.557972222,-70.812555556
FAA,7796,42.5662,-70.878225
FAA,7795,42.300091389,-72.426196111
FAA,7794,42.435923056,-72.096745
FAA,7793,41.611499167,-70.415302778
FAA,7792,42.576519444,-71.573855556
FAA,7791,41.354222222,-70.804755556
FAA,7790,42.625092222,-71.180069444
FAA,7789,42.835125,-70.931083333
FAA,7788,42.034539722,-72.632034444
FAA,7787,30.647222222,-91.138333333
FAA,7786,32.159038889,-91.708041667
FAA,7785,31.923218889,-92.645704444
FAA,7784,32.512083333,-92.156777778
FAA,7783,32.510555556,-92.150833333
FAA,7782,30.465602778,-90.867888889
FAA,7781,32.864741667,-93.989269444
FAA,7780,30.681319444,-92.266941667
FAA,7779,29.864094444,-89.833397222
FAA,7778,29.286053333,-89.3639425
FAA,7777,29.296666667,-89.374444444
FAA,7776,29.287442222,-89.367831667
FAA,7775,29.259387778,-89.355053611
FAA,7774,29.263766667,-89.356066667
FAA,7773,29.04162,-89.327827778
FAA,7772,29.301886389,-89.374498333
FAA,7771,31.858463889,-92.276394444
FAA,7770,29.74632,-90.8295375
FAA,7769,29.786318889,-90.813981667
FAA,7768,29.678983333,-90.78155
FAA,7767,30.228413889,-93.368991667
FAA,7766,30.246038333,-93.408489722
FAA,7765,30.251306389,-91.086492222
FAA,7764,30.230766667,-90.064016667
FAA,7763,30.825116667,-91.384677778
FAA,7762,30.7834,-91.367144444
FAA,7761,30.803083333,-91.244916667
FAA,7760,30.707861111,-91.320166667
FAA,7759,30.760905278,-91.338639444
FAA,7758,29.864927778,-89.830063611
FAA,7757,32.9415,-93.499255556
FAA,7756,29.960482222,-90.283688889
FAA,7755,30.288005556,-89.742130556
FAA,7754,30.066032778,-89.618943611
FAA,7753,32.487019444,-93.778297222
FAA,7752,32.402916667,-93.798694444
FAA,7751,32.536388889,-93.76
FAA,7750,32.480555556,-93.762222222
FAA,7749,32.494874722,-93.749900833
FAA,7748,32.423680556,-93.715936111
FAA,7747,30.478263889,-90.793722222
FAA,7746,32.463533333,-91.750005556
FAA,7745,29.727988611,-90.594253611
FAA,7744,29.700211667,-90.566752778
FAA,7743,29.494988889,-89.712175
FAA,7742,29.116558333,-90.204725
FAA,7741,30.261369444,-91.246116667
FAA,7740,30.265283333,-91.219372222
FAA,7739,31.375142,-92.391231
FAA,7738,29.537720278,-92.302910556
FAA,7737,30.683461111,-91.461105556
FAA,7736,29.95935,-90.082730556
FAA,7735,29.955666667,-90.076277778
FAA,7734,29.926780556,-90.093222222
FAA,7733,29.952683333,-90.082733333
FAA,7732,29.902777778,-90.069444444
FAA,7731,29.953536667,-90.009514444
FAA,7730,29.916944444,-90.128333333
FAA,7729,29.952981667,-90.0731275
FAA,7728,29.924371667,-90.189241944
FAA,7727,29.944666667,-91.837055556
FAA,7726,30.030222222,-91.872105556
FAA,7725,29.989708333,-91.784555556
FAA,7724,30.034166667,-91.86425
FAA,7723,30.006408333,-91.793894444
FAA,7722,30.045202778,-91.881507222
FAA,7721,30.051591389,-91.879006944
FAA,7720,31.752227778,-93.077819444
FAA,7719,29.957183333,-91.034291667
FAA,7718,29.686847222,-91.171541667
FAA,7717,29.700485833,-91.194269444
FAA,7716,29.6898275,-91.194458972
FAA,7715,29.662709167,-91.128434444
